golden_id,source_id,customer_message,ground_truth_intent,predicted_intent,intent_correct,intent_confidence,ground_truth_action,agent_decision,escalation_required,decision_correct,evidence_expectation,top_similarity,grounding_status,rubric_composite,rubric_relevance,rubric_groundedness,rubric_actionability,rubric_safety,rubric_helpfulness
GOLDEN_0028,SRC_ROOT_1835750,@AppleSupport battery,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,1.0,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.7391,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0029,SRC_ROOT_1835900,Can I leave my iPhone 8 plugged in overnight on the wireless charging pad or will it destroy the battery health? @AppleSupport,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.9481,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5934,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0030,SRC_ROOT_1836100,"@AppleSupport I’ve cleaned the port, tried 3 different apple cables and 2 wall plugs. iPad still shows black screen with red empty battery icon and won’t turn on.",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.5928,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6769,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0031,SRC_ROOT_1836300,"@AppleSupport My iPhone X battery percentage jumps from 85% to 54% in a second, and then back up to 70% when I plug it in. What is going on?",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.8535,GUIDE,ESCALATE,False,False,MODERATE_HISTORICAL_EVIDENCE,0.7776,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0032,SRC_ROOT_1836500,Why does Low Power Mode turn off automatically when my phone hits 80% charge? Can I keep it on permanently? @AppleSupport,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.4544,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6233,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0033,SRC_ROOT_1836700,@AppleSupport charging port is completely loose and the cable falls right out by gravity alone. Can this be fixed without replacing the entire phone?,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.2565,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6042,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0034,SRC_ROOT_1836900,"My Apple Watch Series 3 battery used to last 2 days, now dies in 5 hours after watchOS 4 update. What is eating the battery? @AppleSupport",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.9506,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6738,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0035,SRC_ROOT_1837100,@AppleSupport Fast charging with the 29W USB-C brick is not working on my iPhone 8 Plus. Takes 2.5 hours to reach 100%. Isn't it supposed to be 50% in 30 mins?,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.5654,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6518,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0036,SRC_ROOT_1837300,@AppleSupport My phone sparks whenever I plug in the charger and smells like burning plastic! Help!,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.7131,ESCALATE,ESCALATE,True,True,NO_HISTORICAL_EVIDENCE_REQUIRED,0.5912,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0037,SRC_ROOT_1837500,Does using an iPad 12W charger damage an iPhone 6s battery? Friends said it degrades it faster. @AppleSupport,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.9883,ANSWER,ESCALATE,False,False,CONFLICTING_HISTORICAL_EVIDENCE,0.6034,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0038,SRC_ROOT_1837700,"@AppleSupport battery drains 40% overnight when phone is not being used at all in airplane mode. iPhone 7, iOS 11.1.",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.89,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7414,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0039,SRC_ROOT_1837900,@AppleSupport Is there any way to see battery health percentage on iOS 11 or do I have to download a third party app?,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.7207,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7773,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0040,SRC_ROOT_1838100,Both my battery is dying in 2 hours and my phone keeps disconnecting from Wi-Fi since 11.0.2. What a disaster update @AppleSupport,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,0.7413,GUIDE,ESCALATE,False,False,MODERATE_HISTORICAL_EVIDENCE,0.7197,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0041,SRC_ROOT_1835385,@AppleSupport iOS 11.0.3 keeps turning Bluetooth on automatically. This isn’t secure. How do I stop it?,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.6541,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7945,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0042,SRC_ROOT_262596,@AppleSupport por que meu Bluetooth liga sozinho no IOS 11?,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.8268,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6358,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0043,SRC_ROOT_1838300,Wi-Fi button in Settings is completely greyed out and I can't switch it on at all! iPhone 6s. @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.6892,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6962,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0044,SRC_ROOT_1838500,@AppleSupport My iPhone keeps dropping connection to my car Bluetooth every 2 minutes while driving. Never happened on iOS 10.,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.6345,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8181,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0045,SRC_ROOT_1838700,@AppleSupport My iPhone 7 shows 'No Service' constantly even with full cellular coverage in London. Replaced SIM card already with Vodafone.,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.7192,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6577,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0046,SRC_ROOT_1838900,@AppleSupport AirDrop won't discover my friend's iPhone right next to me. Both on iOS 11.,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.5578,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5851,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0047,SRC_ROOT_1839100,@AppleSupport wifi,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,1.0,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.7537,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0048,SRC_ROOT_1839300,"@AppleSupport I’ve reset network settings 3 times, rebooted my router, and restored my phone as new. Wi-Fi toggle is still greyed out. Send me to a human.",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.8933,ESCALATE,ESCALATE,True,True,WEAK_HISTORICAL_EVIDENCE,0.6898,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0049,SRC_ROOT_1839500,My iPhone disconnects from Wi-Fi whenever the screen locks and burns through my cellular data! @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.9112,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6761,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0050,SRC_ROOT_1839700,@AppleSupport Bluetooth won't discover any devices at all. Spinning wheel just keeps spinning indefinitely.,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.4548,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6617,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0051,SRC_ROOT_1839900,@AppleSupport why does Control Center say 'Disconnecting nearby Wi-Fi until tomorrow' instead of just turning it off? What does that mean?,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.7227,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7252,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0052,SRC_ROOT_1840100,@AppleSupport Personal Hotspot option is completely missing from Settings after switching to a new carrier. How do I get it back?,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.9,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7099,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0053,SRC_ROOT_1840300,My iPhone keeps asking for the Wi-Fi password for my home network every single time I walk through the front door! @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.6431,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.621,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0054,SRC_ROOT_1840500,@AppleSupport Both Wi-Fi and Bluetooth are completely broken and my audio has no sound when making phone calls. Is my logic board dead?,CONNECTIVITY_WIFI_BLUETOOTH,AUDIO_SOUND_SPEAKER,False,0.7254,ESCALATE,ESCALATE,True,True,MODERATE_HISTORICAL_EVIDENCE,0.6471,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0055,SRC_ROOT_1840700,@AppleSupport Can I connect two pairs of Bluetooth headphones to one iPhone 7 to watch a movie together?,CONNECTIVITY_WIFI_BLUETOOTH,AUDIO_SOUND_SPEAKER,False,0.4136,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6923,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0056,SRC_ROOT_1840900,"@AppleSupport My Wi-Fi speeds on iPhone 8 are 2 Mbps, but my laptop gets 150 Mbps on the same router. Why is my phone throttled?",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.7858,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7402,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0057,SRC_ROOT_1841100,Is cellular roaming turned off by default when traveling internationally? Don't want surprise bills. @AppleSupport,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.5329,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.535,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0058,SRC_ROOT_1841300,@AppleSupport My iPhone keeps connecting to xfinitywifi public hotspots automatically and won't let me use my LTE. How do I stop it?,CONNECTIVITY_WIFI_BLUETOOTH,HOW_TO_SETTINGS_CONFIGURATION,False,0.3328,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6607,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0059,SRC_ROOT_1841500,@AppleSupport Apple Watch shows red disconnected phone icon even though my iPhone is in my pocket with Bluetooth on.,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,0.5454,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6134,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0060,SRC_ROOT_1841700,"Ever since 11.0.3 my Bluetooth disconnects, my Wi-Fi drops, and my battery is dead by noon. Worst update in Apple history @AppleSupport",CONNECTIVITY_WIFI_BLUETOOTH,BATTERY_CHARGING_POWER,False,0.4827,GUIDE,ESCALATE,False,False,CONFLICTING_HISTORICAL_EVIDENCE,0.793,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0061,SRC_ROOT_1841900,@AppleSupport My iPhone 7 screen is completely unresponsive to touch after dropping it on concrete. Screen glass isn't shattered though. What can I do?,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.985,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6716,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0062,SRC_ROOT_1842100,@AppleSupport My phone is typing and opening apps by itself! Is someone remotely controlling my iPhone??,DISPLAY_TOUCH_SCREEN,KEYBOARD_TYPING_AUTOCORRECT,False,0.2034,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6192,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0063,SRC_ROOT_1842300,Where did the Auto-Brightness toggle go in iOS 11? It used to be under Display & Brightness! @AppleSupport,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.9794,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8153,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0064,SRC_ROOT_1842500,@AppleSupport screen black,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.98,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.7099,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0065,SRC_ROOT_1842700,"@AppleSupport Phone rings and vibrates when people call, but the screen stays completely black. I can't answer calls!",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.7697,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6847,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0066,SRC_ROOT_1842900,@AppleSupport Face ID on my iPhone X stopped working completely. Says 'Face ID is not available' in settings. Rebooted 3 times.,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.8747,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7842,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0067,SRC_ROOT_1843100,There is a vertical bright green line going down the right side of my iPhone X OLED screen. How do I remove it? @AppleSupport,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.5725,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.6889,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0068,SRC_ROOT_1843300,@AppleSupport My 3D Touch isn't working on home screen app icons anymore. Nothing pops up when I press hard.,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.9789,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6946,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0069,SRC_ROOT_1843500,@AppleSupport Touch ID says 'Failed - unable to complete Touch ID setup' every time I try to add my fingerprint on iPhone 6s.,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.6993,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7389,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0070,SRC_ROOT_1843700,Screen is flickering rapidly with horizontal grey bars at the top of my iPhone 6 Plus and touch doesn't work! @AppleSupport,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,0.9275,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.6514,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0071,SRC_ROOT_1843900,"@AppleSupport I’ve done the force restart, updated to 11.1, and removed my case. Ghost touching is still opening apps and sending gibberish texts on its own.",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.2767,ESCALATE,ESCALATE,True,True,WEAK_HISTORICAL_EVIDENCE,0.5802,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0072,SRC_ROOT_1844100,@AppleSupport Why does True Tone keep turning off by itself on my iPad Pro?,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,False,0.2575,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6486,PASS,3.8,2.5,5.0,3.0,5.0,3.5
